age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,target,sector_trend,fed_rate,vix
1.5836,6.6466,5.0055,7.0877,4,3,18.18178884836843,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.5,1,1,50.0,3.5,12.951304347826088
0.2521,4.4055,3.3151,6.7918,27,5,17.697074376526267,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.5,1,1,0.0,5.26,11.155263157894735
0.5726,0.5726,5.1671,8.0082,12,1,16.52356082573315,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,0,31.0,3.26,11.049
0.9397,5.3178,2.7836,4.3014,13,5,18.119575664681957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5.3333,1,1,24.8,4.24,21.651
0.7479,2.3315,2.0,2.0,6,2,16.52356082573315,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,1,3.0,3.78,14.937619047619048
2.0027,3.9178,3.0027,5.2192,8,3,17.622173069956816,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,0,29.6,4.29,12.036
1.9178,1.9178,2.0027,2.0027,4,1,15.299385474180372,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,79.0,1.98,18.303333333333335
0.0,0.8959,2.0,2.6767,9,2,15.319588176962746,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,11.0,0.11,20.643157894736845
1.6712,3.7863,4.6685,5.6849,11,3,16.21703568939293,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,1,11.0,1.81,30.23857142857143
1.8822,1.8822,1.3288,2.9479,6,1,14.285514812209815,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,1,1,28.2,0.19,20.095714285714287
3.4164,3.874,7.7534,7.7534,3,2,16.012735246411598,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,1,1,3.0,3.04,11.868636363636364
1.3041,2.6493,0.0,3.6767,4,3,15.004063484700145,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,1,25.0,0.07,19.2275
4.1644,4.1644,5.5836,11.3918,5,2,17.022313842084035,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1,1,4.0,4.59,11.69391304347826
5.6986,6.8877,2.7836,4.3014,2,2,15.990262393084793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,0,26.2,4.94,22.198947368421056
1.1836,1.1836,0.9178,0.9178,1,1,14.346139397261565,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,10.0,0.39,62.66894736842105
0.2493,0.2493,0.0,0.7781,1,1,9.90353755128617,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,10.0,0.19,24.74590909090909
3.1041,4.9205,5.0027,8.3534,10,2,16.257857680289998,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,1,78.0,2.98,25.456
2.3068,9.4247,4.4986,11.4164,12,7,18.402211237855116,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,5.2,1,0,76.28378378378379,1.26,23.99190476190476
1.2219,1.2219,0.7479,2.6849,2,1,14.115615891155079,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,1,1,11.0,0.14,20.72347826086957
4.7068,4.7068,2.989,6.863,17,1,13.75391383881429,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,10.0,0.18,25.565238095238097
1.6658,3.6712,3.6658,3.6712,12,2,15.201805169084134,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,1,10.0,0.22,45.57052631578947
1.9562,1.9562,1.0027,1.0027,5,1,15.424948670398354,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,9.0,0.12,21.239545454545453
0.0027,0.0027,0.5836,0.5836,3,1,9.90353755128617,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,10.0,0.15,38.063809523809525
4.0301,4.0301,3.0027,3.0027,5,1,16.341239282272525,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,1,29.6,4.29,12.036
1.3397,4.6548,1.3589,1.3753,0,5,15.793570463292529,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,1,0,28.4,0.2,31.9295
4.3836,5.9562,5.4986,5.4986,5,2,17.822843761378564,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.0,1,0,23.0,0.2,31.9295
2.063,6.6137,3.0027,4.337,5,4,16.535489395807907,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0,1,1,3.0,4.29,12.036
2.3479,3.4301,2.3562,4.0027,4,2,17.216707972959764,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,0,11.0,0.2,31.9295
2.5233,2.6685,3.0027,4.4247,11,2,16.489659276356317,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,1,27.2,2.01,24.321818181818184
2.0685,2.0685,2.5808,4.3671,6,1,15.687312888712007,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,1,1,0.0,0.17,17.3155
0.0,0.0,0.0,0.0,2,1,9.61587214452889,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,12.0,0.08,20.228
0.7288,3.6055,1.589,4.1041,5,5,15.364329936063411,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,1,1,88.0,0.16,17.767391304347825
2.8055,2.8055,3.0027,4.6493,6,1,14.914123179965662,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,1,28.6,0.19,20.37333333333333
0.7452,4.9178,3.0438,6.8411,30,6,18.64582230591328,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3.5,1,1,7.0,4.76,19.115652173913045
0.3315,4.0027,2.3644,3.6685,8,4,14.187073424741348,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,0,27.8,1.98,18.303333333333335
0.6959,1.189,0.6629999999999999,2.6247,5,2,15.607270193858982,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,1,85.0,0.07,32.829047619047614
2.0603,6.2301,2.7836,4.3014,7,3,17.154832571369333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1,1,26.0,5.25,11.0425
3.1479,4.8795,5.0027,5.0027,5,2,16.454567959008102,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,1,11.0,1.81,30.23857142857143
1.5808,1.5808,2.2521,2.5342,14,1,14.914123179965662,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,10.0,0.15,44.683
1.5151,1.7644,0.7479,0.7479,6,2,14.62111818988233,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,0,13.0,0.07,19.2275
0.7123,2.2849,1.9507,2.2822,5,2,15.46416937585933,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,0,26.4,0.09,16.91142857142857
3.6329,3.6329,1.1479,3.7781,4,1,18.132998684833918,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0,1,17.0,0.08,14.21
0.411,3.9699,4.2521,5.7671,13,4,17.01418371633128,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,0,5.0,5.25,11.0425
4.9068,8.1014,2.9151,4.6247,3,3,15.314278774842762,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.0,1,0,1.0,5.25,10.817619047619049
0.5014,2.4219,2.8192,5.8849,21,3,16.157316556419275,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.0,1,1,8.0,2.98,25.456
4.1836,7.1342,5.0027,5.0027,8,3,18.04088339721266,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6.5,1,1,28.6,4.59,11.69391304347826
2.9288,4.6329,3.2548,5.0027,13,2,16.536806051605975,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,5.0,5.24,10.9645
0.6192,1.5863,2.0685,4.6164,2,2,13.698977865303197,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,0,75.0,0.1,35.02913043478261
10.5315,10.5315,2.0685,4.6164,0,1,14.77102238760702,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,77.0,0.07,19.2275
3.8685,3.8685,3.8301,4.0877,7,1,14.019488415097335,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,9.0,0.16,16.701904761904764
6.737,8.2877,6.7534,6.7534,5,2,16.012735246411598,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,1,11.0,1.81,30.23857142857143
4.6521,8.1288,6.0055,6.0055,4,4,15.791008773742771,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0,0,1,10.0,2.0,20.695714285714285
0.7397,1.1425,0.5808,0.5808,15,2,16.5691713340128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,1,1,24.0,0.08,36.53
5.6849,6.3151,5.0055,5.0055,4,2,16.52688861560434,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,1,3.0,3.62,12.628095238095238
0.7479,2.7507,1.5836,4.5315,5,2,15.068273812173887,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,1,1,26.6,5.25,13.297727272727274
6.4767,7.3507,5.0055,5.0055,2,2,17.57671069691365,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,0,4.0,4.99,16.918636363636363
1.1616,3.0384,3.2658,5.5397,7,2,17.858561843342684,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,1,4.0,4.59,11.69391304347826
0.8932,0.8932,0.8329,4.2137,8,1,14.077875591662238,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1,1,10.0,2.01,24.321818181818184
1.4986,4.4247,4.0877,9.737,15,4,18.060427993002666,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5.0,1,1,31.0,3.26,11.049
3.0,5.0027,9.6247,10.3945,16,2,16.489659276356317,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.0,1,1,0.0892857142857142,1.0,16.101
4.0849,5.5836,2.7836,4.3014,2,2,17.6867115897055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.0,1,0,29.6,4.29,12.036
3.5041,5.4438,2.7836,4.3014,3,2,15.070688607801571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,1,0,25.4,0.12,21.239545454545453
3.4301,5.5589,7.8384,7.8384,10,3,16.785925074816024,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,1,3.0,3.04,11.868636363636364
0.4685,0.4685,1.1041,1.6795,5,1,15.137266664613225,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,95.0,0.16,21.13095238095238
0.0,0.0,2.00135,4.3589,1,1,17.622173069956816,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,10.0,0.19,24.74590909090909
0.8164,5.5616,4.5562,7.9863,8,4,17.296750678069195,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,0,3.0,4.29,12.036
1.8384,8.3397,5.674,13.5562,4,2,15.404745967162468,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.5,1,1,7.943661971830986,1.73,22.252857142857145
2.2986,3.2110000000000003,3.5945,4.5753,4,2,16.300417291085605,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,1,0,0.0,5.25,12.933000000000002
0.0329,2.2055,4.5151,6.9123,12,3,15.786113458982772,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.6667,1,1,2.0,4.49,12.471052631578948
1.1699,1.4986,0.0849,5.3863,3,2,15.363073279446223,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,1,0,5.0,5.26,11.155263157894735
0.0,0.0,2.7836,4.3014,3,1,11.695255355062795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,28.0,3.94,25.81619047619047
5.1041,8.6411,5.6712,6.8986,10,3,16.118095750958314,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.6667,0,1,0.0,5.25,14.947619047619046
4.9562,10.3151,2.7836,4.3014,0,4,17.479072229734946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,0,0,33.2,3.04,11.868636363636364
2.2411,4.0301,3.2548,5.0027,3,2,16.59432989206649,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1,2.0,2.63,13.126363636363635
1.2466,2.0849,2.4986,5.3233,4,2,15.009433329466965,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2.0,1,1,0.0,5.25,12.933000000000002
1.5616,1.5616,1.2438,1.7726,6,1,13.527829818844937,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.0,1,1,26.8,0.19,24.74590909090909
2.4493,2.4493,3.2548,5.0027,0,2,13.815511557963774,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0,0,10.0,0.39,62.66894736842105
11.3342,11.3342,5.0027,5.0055,3,1,15.818341132225028,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,1,0,40.0,5.25,12.933000000000002
6.8932,10.4082,2.7836,4.3014,5,3,17.782021767615884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5.3333,1,1,25.0,5.25,10.817619047619049
4.6685,9.1178,9.7534,12.8027,33,3,17.426428497635523,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,0,3.0,3.62,12.628095238095238
1.137,3.737,2.463,3.2164,14,3,16.470862899791964,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,1,10.0,0.15,44.683
0.7205,2.4356,0.7671,2.7918,7,2,14.914123179965662,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1,27.4,0.15,24.92666666666667
4.0384,4.0384,6.0027,6.0027,10,1,16.811242881518265,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,0.0,0.15,44.683
0.7479,2.0959,1.6548,2.0959,6,2,14.508658238524095,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,1,1,0.0,0.16,25.337142857142855
3.8192,6.0932,9.0055,9.7726,3,2,16.806230339945976,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,1,1,4.0,5.25,11.306363636363637
1.2493,1.2493,2.589,2.589,6,1,14.220976332738882,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,18.0,4.24,21.651
0.0,0.0,1.2521,1.2521,4,1,12.691583538230217,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0,0,0,28.4,0.16,26.16272727272727
0.463,0.463,1.2795,1.8192,16,1,15.068273812173887,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,0,11.0,0.16,17.43
2.0027,4.3863,1.5836,4.1918,7,4,17.216707972959764,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2.0,1,0,29.6,4.29,12.036
4.2384,4.2384,5.0027,5.0055,1,1,17.72753358339242,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0,1,1,37.0,5.26,15.162727272727272
1.4712,1.4712,1.0027,1.4712,5,1,14.508658238524095,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1,1,20.0,0.21,29.140454545454546
1.5041,5.8356,6.1699,8.3534,25,6,18.09217669086922,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2.3333,1,1,1.0,5.25,10.817619047619049
1.6849,5.8493,8.4219,8.4219,4,3,17.136601685489413,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,1,1,28.6,3.62,12.628095238095238
2.189,2.189,2.7836,4.3014,32,1,16.012735246411598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,0,27.8,4.94,14.454545454545457
0.4192,1.4658,3.1315,4.137,12,2,15.830413711839864,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,1,10.0,0.39,62.66894736842105
0.6932,1.4986,3.4164,3.4164,9,2,16.118095750958314,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,6.0,4.94,22.198947368421056
1.4411,6.6795,2.0,2.0,7,4,15.601419781158732,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1,7.0,5.25,14.947619047619046
0.0,0.0,-0.4082,7.4548,9,1,15.201805169084134,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,70.0,4.29,12.036
5.1397,5.1397,7.0055,7.0055,2,1,15.424948670398354,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0.0,2.98,25.456
1.0877,1.0877,5.0959,7.3863,15,1,16.257857680289998,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,0.0,2.5,11.708947368421052
1.0356,2.1479,1.5808,1.5808,2,2,13.864301674514206,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,11.0,0.11,20.643157894736845
1.1644,1.3507,1.3507,3.3315,13,2,15.520258832020865,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,8.0,2.61,27.103500000000004
0.8301,2.8329,1.0877,3.337,17,3,15.424948670398354,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,1,1,0.0,4.24,21.651
0.0,0.6247,-1.3589,1.663,11,2,15.123843647884687,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,9.0,0.12,21.239545454545453
1.2137,3.0082,3.2548,5.0027,4,2,15.76142084987672,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,6.0,5.26,15.162727272727272
1.2466,2.1616,2.0,3.8137,14,2,17.281246492014,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,0,28.6,4.79,11.84736842105263
0.7123,4.2301,2.6685,3.0575,8,3,15.882373444019521,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0.0,4.94,22.198947368421056
0.6685,6.2795,2.7945,7.4493,16,5,18.197537205138154,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1,1,24.6,5.24,10.9645
4.8247,4.8247,0.2466,0.2466,1,1,15.424948670398354,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,82.0,0.12,24.252272727272725
1.0,3.1863,2.4301,7.6247,5,2,14.557448378884015,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,1,1,26.0,5.25,11.0425
0.2055,4.3973,3.4164,3.4164,6,4,16.917852611520342,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,1,2.0,2.5,11.708947368421052
0.5397,1.5014,-14.1699,2.2082,6,2,14.496079462646344,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0,1,12.0,0.08,36.53
0.0,0.0,3.5918,4.3260000000000005,0,1,13.815511557963774,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,8.0,3.94,25.81619047619047
2.3452,2.3452,2.7836,4.3014,0,1,17.370858648025116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,28.4,0.2,31.9295
0.0822,4.3260000000000005,3.663,5.6110000000000015,12,7,18.300219382280847,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,1,1,70.0,3.78,14.937619047619048
5.5945,5.5945,2.7836,4.3014,3,1,17.073607134447293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,1,29.4,3.5,12.951304347826088
0.6712,0.6712,0.0,0.7562,3,1,11.51293546492023,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,0,24.2,0.17,17.3155
1.0,1.0,3.811,4.9178,6,1,15.424948670398354,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,64.0,4.99,16.918636363636363
6.8356,8.3096,5.0027,5.0055,5,2,15.803385043104912,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,1,0,43.0,5.25,11.306363636363637
2.0027,6.2274,4.0027,10.7616,8,3,17.97564287632987,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,1,1,59.0,2.28,13.438
1.3425,1.726,-0.0822,1.7205,8,2,15.573368647930426,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,1,12.0,0.08,31.94190476190476
4.0027,5.7534,5.9233,6.0,6,4,18.309749194418266,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,1,0,28.0,3.94,25.81619047619047
0.5808,5.2521,3.0877,4.1699,11,4,16.966107584905732,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3.0,1,1,26.4,5.26,17.273333333333333
3.6877,5.9644,3.2548,5.0027,7,2,16.41820031748273,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,1,4.0,4.99,16.918636363636363
7.3534,8.126,11.0329,11.0575,13,2,17.01418371633128,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,1,26.6,5.25,13.297727272727274
3.6027,3.6027,3.0027,3.0027,2,1,16.118095750958314,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,0,29.4,3.5,12.951304347826088
0.0,0.0,2.7836,4.3014,3,1,15.955576839107596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,33.2,2.28,13.438
16.4192,16.4192,2.7836,4.3014,0,1,15.607270193858982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0,0,27.8,1.98,18.303333333333335
1.337,1.337,1.3479,1.3479,3,1,14.508658238524095,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,10.0,0.12,23.789
1.1123,1.937,0.0,1.1123,3,2,15.226497775576945,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,1,13.0,0.07,19.2275
0.3699,0.3699,1.9507,8.3178,5,1,15.64006001130563,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,1,33.2,2.28,13.438
4.0877,5.5753,4.0027,4.0027,8,2,16.32103657658766,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1,0.0,5.26,11.155263157894735
3.3945,5.0712,5.7233,8.7342,3,2,16.277285128978708,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,68.0,5.25,12.1845
4.3151,5.8301,3.2548,5.0027,1,2,16.588099342704055,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,0,2.0,2.79,14.459047619047618
2.4767,4.3836,3.3945,4.9863,10,3,15.43619696816912,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1,1,76.0,0.15,44.683
0.4137,0.4137,6.8329,8.874,9,1,11.51293546492023,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,3.0,3.04,11.868636363636364
2.3342,6.9671,4.0027,8.3014,11,3,18.037955137476448,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,1,1,27.653146853146858,1.0,16.101
4.0877,9.3068,6.0027,6.0027,5,3,17.312018149733785,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1,1,2.0,2.5,11.708947368421052
1.7863,3.3014,2.0822,2.3288,8,3,15.0251259131164,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0,0,28.6,0.19,20.37333333333333
